courseId,title,instructor,platform,category,rating,url
745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/
797040,Complete Guide to Front-End Web Development and Design,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/
795278,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/learn-laravel-by-doing/
8324,Javascript for Beginners,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/beginning-javascript/
756914,MongooseJS Essentials - Learn MongoDB for Node.js,Udemy Expert,Udemy,Web Dev,4.7,https://www.udemy.com/mongoosejs-essentials/
405840,Regular Expressions for Beginners - Universal,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/regular-expressions-for-beginners-universal/
899534,Learn Redis from Scratch,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-redis-from-scratch/
570848,WordPress Plugin Development -> Deep dive discovery!,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/wordpress-plugin/
714678,Learn Ajax and jquery with PHP,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-ajax-and-jquery-with-php/
791610,Create a business website with WordPress,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/create-a-business-website-with-wordpress/
631472,DesktopServer : Install WordPress Locally  - Work Anywhere!,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/desktopserver/
856530,Understand PHP Arrays and HTTP Request in a Better Way,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/understand-php-arrays-and-http-request-in-a-better-way/
530092,Mastering CSS,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/mastering-css/
1211160,The Complete Wordpress Theme Development Guide,Udemy Expert,Udemy,Web Dev,4.0,https://www.udemy.com/the-complete-wordpress-theme-development-guide/
977470,The Complete HMTL5 Course - Go From Beginner To Advanced!,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/complete-hmtl5-course/
504316,Learn Jquery from Scratch 2-Hour Training ,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/jquery_complete/
389018,How to Create a Wordpress Website from Scratch - No Coding,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/
937206,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/
739090,The Complete Guide to JavaScript Development,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/the-complete-javascript-development-course/
720144,Basic HTML CSS and Web Design,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/basic-html-css-web-design/
365816,Build Professional WordPress Website,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/wordpress-no-coding/
977474,Ultimate CSS3 Course - From Beginners To Professional,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/ultimate-css3-course/
481696,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/
978850,Learn by Example : ReactJS,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-by-example-reactjs/
825354,React.js Quickly: Developing Scalable Web User Interfaces,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/react-quickly/
822670,JavaScript - Tricks and Workarounds,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/javascript-tricks-and-workarounds/
65492,Kids Coding - Beginner HTML,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/kids-coding-beginner-html/
1051672,Learn PHP from scratch!!,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-php-from-scratch-by-niveditajain/
688968,PHP with PDO - ULTIMATE Crash Course,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/php-with-pdo-ultimate-crash-course/
495484,JavaScript for beginners with live examples,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/
398456,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/
615084,Laravel(5.2) PHP Framework  Jump Start for beginners,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/laravel-php-framework-jump-start-for-beginners/
492818,Professional WordPress Theme Development For 2017,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/
1055322,Learn Laravel PHP Framework Building Multi User SEO Blog APP,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/
1112604,Javascript Specialist,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/javascript-specialist/
424864,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/php-mvc-from-scratch/
516062,JavaScript Intro to learning JavaScript web programming,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/javascript-intro-to-learning-javascript/
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/
1064104,"Laravel, the complete guide with real world projects",Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/best-laravel/
900434,VueJS V1 Introduction to VueJS JavaScript Framework,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/vuejs-introduction-to-vuejs-javascript-framework/
609992,HTML CSS: Essential steps to learn HTML CSS,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/html-and-css-basics/
77642,Learn HTML 5 in 1 hour,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/learn-html-5-in-1-hour/
269006,Learn Html5 & CSS3 from scratch,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/learn-html5-css3-from-scratch/
151956,Responsive Web Design: Made Easy,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/responsive-web-design-made-easy/
908996,Parse Server: From Front End to Full Stack,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/parse-server/
269638,Codeigniter: How to use Codeigniter that drives knowledge,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/codeigniter/
452684,jQuery for Beginners - Create Website Animations Easily,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/jquery-for-beginners-fundamentals-training-tutorial-course/
844458,How to Build Chat Bots: From Beginner to Intermediate,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/how-to-build-chats-bots-from-beginner-to-expert/
403604,Web Development with BootStrap - 16 Instant Themes Included!,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/bootstrap-course/
549094,Install a Wordpress Theme the Correct Way & Charge Others,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/how-to-install-a-wordpress-theme-the-right-way/
59014,Coding for Entrepreneurs Basic,Udemy Expert,Udemy,Web Dev,4.7,https://www.udemy.com/coding-for-entrepreneurs-basic/
45941,The CSS and CSS3 Crash Course,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/the-css-and-css3-crash-course/
851868,Build a Business or Personal Website Using Wordpress,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/build-professional-business-personal-website-wordpress-create/
814206,Learn By Example: PHP For Dynamic Websites,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/
590406,Learn ReactJS: Code Like A Facebook Developer,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/learn-react-js/
680180,Learn to Build Web Apps using D3JS,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/learn-to-build-web-apps-using-d3js/
899492,How to create awesome website and e-commerce in 1 hour,Udemy Expert,Udemy,Web Dev,4.1,https://www.udemy.com/how-to-create-awesome-websites-and-e-commerce-in-1-hour/
1056848,Joomla for Beginners - Learn how to build a website with CMS,Udemy Expert,Udemy,Web Dev,4.1,https://www.udemy.com/joomla-for-beginners-build-a-website-with-joomla-cms/
846412,Learning Drupal 8,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/learning-drupal-8/
336938,Learn How To Build a Web Application Without Coding,Udemy Expert,Udemy,Web Dev,4.5,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/
375136,Rock Solid Wordpress Security - Secure Web Development,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/rock-solid-wordpress-security-secure-wordpress-easily/
602218,Mastering JavaScript,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/mastering-javascript/
1022682,PHP Laravel 5:Creating a CRUD application,Udemy Expert,Udemy,Web Dev,4.1,https://www.udemy.com/laravel-5creating-a-crud-application/
968304,XQUERY :basics for beginners,Udemy Expert,Udemy,Web Dev,4.0,https://www.udemy.com/xquery-basics-for-beginners/
180547,PHP Development with the Laravel Framework,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/php-development-with-laravel-4/
1178762,WordPress Development - Themes and Plugins Complete Guide,Udemy Expert,Udemy,Web Dev,4.0,https://www.udemy.com/wordpress-theme-and-plugin-development-course/
641236,Basic JavaScript: Build 4 Basic JavaScript Projects,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/practical-javascript-javascript-basics/
130168,HTML and CSS for Beginning Web Developers,Udemy Expert,Udemy,Web Dev,4.2,https://www.udemy.com/html-and-css-for-beginning-web-developers/
1002210,Popular JavaScript Framework:Learn The Language Of Angular 2,Udemy Expert,Udemy,Web Dev,4.1,https://www.udemy.com/popular-javascript-frameworklearn-the-language-of-angular-2/
1076424,The Ultimate Guide to the Best WordPress Plugins Part 1,Udemy Expert,Udemy,Web Dev,4.0,https://www.udemy.com/wordpress-plugins-a-guide-on-the-best-plugins-part-1/
968278,XSLT :basics for beginners,Udemy Expert,Udemy,Web Dev,4.1,https://www.udemy.com/xslt-basics-for-beginners/
50528,The Complete Wordpress Plugin Development Course - 8 Plugins,Udemy Expert,Udemy,Web Dev,4.3,https://www.udemy.com/wordpress-plugin-development/
1075808,JSON Crash Course for Beginners,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/json-crash-course-for-beginners-learn-json-in-one-hour/
560996,You can create Incredible Websites with HTML CSS learn how,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/
654680,JavaScript Tricks how to create code projects from scratch,Udemy Expert,Udemy,Web Dev,4.4,https://www.udemy.com/learn-javascript-code-create-projects-from-scratch/
